N,Посада,Мова програмування,Спеціалізація,Загальний досвід роботи,Досвід роботи на поточному місці,Зарплата на місяць,Зміна зарплати за 12 місяців,Місто,Розмір компанії,Тип компанії,Стать,Вік,Освіта,Університет,Ще студент,Рівень англійської,Предметна область,Дата заповнення,User.Agent,exp,current_job_exp,salary,Валюта,cls,Unnamed: 25,Unnamed: 26,avg
4218,Product Manager,,,0.5,0.5,550,0,Тернопіль,до 50 осіб,Продуктова,жіноча,23,Вища,Інший ВНЗ,False,Advanced (просунутий),"Веб-розробка,eCommerce",,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0.5,550,,,,,550
4219,Junior Software Engineer,C#/.NET,,1.0,1.0,765,200,Київ,до 50 осіб,Продуктова,чоловіча,38,Вища,Інший ВНЗ,False,Intermediate (середній),"Веб-розробка,Фінанси та банкінг",,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,1.0,765,,DEV,,,765
4220,Senior Software Engineer,Java,,4.0,4.0,4500,1100,Київ,до 1000 осіб,Аутсорсингова,чоловіча,24,Вища,НТУУ «КПІ»,False,Upper-Intermediate (вище середнього),Веб-розробка,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",4.0,4.0,4500,,DEV,,,4500
4221,QA engineer,,General QA,3.0,3.0,1900,0,Харків,до 50 осіб,Аутсорсингова,чоловіча,26,Вища,НТУ «ХПІ»,False,Upper-Intermediate (вище середнього),Веб-розробка,,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,3.0,1900,,QA,,,1900
4222,Junior Software Engineer,Java,,0.5,0.5,580,500,Львів,до 200 осіб,Аутсорсингова,чоловіча,20,Вища,Львівська Політехніка,False,Upper-Intermediate (вище середнього),Веб-розробка,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0.5,580,,DEV,,,580
4223,Junior Software Engineer,JavaScript,,0.5,0.5,700,100,Київ,до 10 осіб,Аутсорсингова,жіноча,27,Вища,Інший ВНЗ,False,Intermediate (середній),Системне програмування,,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1",0.5,0.5,700,,DEV,,,700
4224,Software Engineer,C#/.NET,,3.0,,2000,1000,Львів,до 50 осіб,Стартап,чоловіча,23,Дві вищих,ЛНУ ім. Франко,False,Intermediate (середній),Desktop Applications,,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,0.0,2000,,DEV,,,2000
4225,Senior QA engineer,,Automation QA,5.0,5.0,1560,250,Харків,більше 1000 осіб,Аутсорсингова,чоловіча,32,Дві вищих,НТУ «ХПІ»,False,Upper-Intermediate (вище середнього),"Desktop Applications,Веб-розробка",,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,5.0,1560,,QA,,,1560
4226,Sales manager,,,5.0,4.0,1800,300,Київ,до 1000 осіб,Продуктова,жіноча,27,Вища,Інший ВНЗ,False,Advanced (просунутий),Корпоративні системи,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,4.0,1800,,,,,1800
4227,Senior Software Engineer,Java,,,8.0,4000,0,Одеса,до 200 осіб,Продуктова,чоловіча,40,Вища,ОНПУ,False,Advanced (просунутий),"Desktop Applications,Веб-розробка",,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36",10.0,8.0,4000,,DEV,,,4000
4228,Software Engineer,JavaScript,,2.0,0.25,2250,1050,Харків,до 200 осіб,Аутстафінгова,чоловіча,31,Вища,ХНЕУ,False,Upper-Intermediate (вище середнього),Веб-розробка,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,0.25,2250,,DEV,,,2250
4229,Technical Lead,JavaScript,,8.0,0.5,4000,300,Київ,до 50 осіб,Аутстафінгова,чоловіча,27,Вища,Інший ВНЗ,False,Upper-Intermediate (вище середнього),"Веб-розробка,eCommerce",,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",8.0,0.5,4000,,SDEV,,,4000
4230,Support,,,1.0,1.0,400,200,Житомир,до 200 осіб,Стартап,чоловіча,32,Вища,Інший ВНЗ,False,Intermediate (середній),Інше,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.898",1.0,1.0,400,,,,,400
4231,Junior Software Engineer,Ruby/Rails,,1.5,1.0,300,100,Івано-Франківськ,до 10 осіб,Аутсорсингова,чоловіча,23,Вища,Інший ВНЗ,False,Intermediate (середній),Веб-розробка,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",1.5,1.0,300,,DEV,,,300
4232,Software Engineer,PHP,,4.0,,610,200,Віддалено,до 10 осіб,Аутстафінгова,чоловіча,25,Вища,ХНУ [м. Хмельницький],False,Pre-intermediate (нище середнього),"Веб-розробка,eCommerce",,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,0.0,610,,DEV,,,610
4233,Software Engineer,C#/.NET,,4.0,0.5,1900,600,Дніпро,більше 1000 осіб,Аутстафінгова,чоловіча,35,Дві вищих,Інший ВНЗ,False,Advanced (просунутий),"Веб-розробка,eCommerce",,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",4.0,0.5,1900,,DEV,,,1900
4234,QA engineer,,Automation QA,2.0,1.0,1400,300,Київ,більше 1000 осіб,Аутсорсингова,чоловіча,29,Кандидат,ДонНТУ,False,Intermediate (середній),"Веб-розробка,Корпоративні системи",,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,1.0,1400,,QA,,,1400
4235,Junior Software Engineer,JavaScript,,0.5,0.5,850,850,Київ,до 50 осіб,Продуктова,чоловіча,21,Неповна Вища,НТУУ «КПІ»,True,Intermediate (середній),Веб-розробка,,"Mozilla/5.0 (Linux; Android 5.1; m2 Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",0.5,0.5,850,,DEV,,,850
4236,Software Engineer,C#/.NET,,3.0,0.5,1900,1400,Київ,до 200 осіб,Аутстафінгова,чоловіча,25,Вища,НТУУ «КПІ»,False,Upper-Intermediate (вище середнього),Веб-розробка,,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,0.5,1900,,DEV,,,1900
4237,Software Engineer,Python,,5.0,1.5,2300,300,Львів,до 1000 осіб,Аутсорсингова,чоловіча,29,Вища,Львівська Політехніка,False,Intermediate (середній),"Корпоративні системи,Інше",,Mozilla/5.0 (Android 5.0.2; Mobile; rv:53.0) Gecko/53.0 Firefox/53.0,5.0,1.5,2300,,DEV,,,2300
4238,Junior Software Engineer,Swift,,0.5,0.5,450,250,Віддалено,до 50 осіб,Аутсорсингова,чоловіча,24,Вища,ХНУРЕ,False,Intermediate (середній),iOS,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0.5,450,,DEV,,,450
4239,Software Engineer,Swift,,4.0,3.0,2200,200,Київ,більше 1000 осіб,Аутсорсингова,чоловіча,28,Вища,НТУУ «КПІ»,False,Advanced (просунутий),iOS,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,3.0,2200,,DEV,,,2200
4240,Software Engineer,JavaScript,,2.0,2.0,1150,250,Харків,більше 1000 осіб,Аутсорсингова,чоловіча,25,Вища,НТУ «ХПІ»,False,Pre-intermediate (нище середнього),Веб-розробка,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,2.0,1150,,DEV,,,1150
4241,Software Engineer,C#/.NET,,4.0,2.0,1810,400,Вінниця,до 1000 осіб,Продуктова,чоловіча,25,Неповна Вища,Інший ВНЗ,False,Intermediate (середній),"Android,iOS",,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,4.0,2.0,1810,,DEV,,,1810
4242,QA engineer,,Automation QA,1.5,1.5,1250,650,Київ,більше 1000 осіб,Аутсорсингова,чоловіча,23,Вища,НТУУ «КПІ»,False,Intermediate (середній),"Веб-розробка,Фінанси та банкінг",,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.5,1250,,QA,,,1250
4243,Sales manager,,,0.5,0.5,300,50,Житомир,до 200 осіб,Продуктова,чоловіча,30,Кандидат,ЖГТУ,False,Upper-Intermediate (вище середнього),"eCommerce,Корпоративні системи",,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0.5,300,,,,,300
4244,Junior Software Engineer,Java,,1.0,0.5,800,550,Харків,до 50 осіб,Продуктова,чоловіча,28,Неповна Вища,ХАІ,True,Pre-intermediate (нище середнього),"Фінанси та банкінг,Корпоративні системи",,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,1.0,0.5,800,,DEV,,,800
4245,Software Engineer,C++,,2.0,2.0,600,200,Харків,до 200 осіб,Продуктова,чоловіча,23,Вища,НТУ «ХПІ»,True,Pre-intermediate (нище середнього),"Android,Gamedev",,"Mozilla/5.0 (Linux; Android 5.1; T6 Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",2.0,2.0,600,,DEV,,,600
4246,Senior Software Engineer,JavaScript,,,2.0,8000,500,Віддалено,до 10 осіб,Продуктова,чоловіча,37,Вища,ОНПУ,False,Advanced (просунутий),"Веб-розробка,Інше",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",10.0,2.0,8000,,DEV,,,8000
4247,Software Engineer,C#/.NET,,4.0,2.0,3000,200,Харків,до 200 осіб,Аутсорсингова,чоловіча,34,Вища,ХАІ,False,Intermediate (середній),"Веб-розробка,Інше",,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,2.0,3000,,DEV,,,3000
4248,Software Engineer,JavaScript,,7.0,0.5,2500,500,Київ,до 200 осіб,Продуктова,чоловіча,32,Технікум / Коледж,,False,Intermediate (середній),"Веб-розробка,Корпоративні системи",,"Mozilla/5.0 (Linux; Android 4.4.4; GT-I9300I Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",7.0,0.5,2500,,DEV,,,2500
4249,Software Engineer,JavaScript,,3.0,2.0,2000,400,Одеса,більше 1000 осіб,Аутсорсингова,чоловіча,29,Вища,ОНУ ім. Мечникова,False,Upper-Intermediate (вище середнього),"Веб-розробка,Фінанси та банкінг",,"Mozilla/5.0 (Linux; Android 5.1.1; MI 4S Build/LMY47V; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/58.0.3029.83 Mobile Safari/537.36",3.0,2.0,2000,,DEV,,,2000
4250,QA engineer,,General QA,2.0,,2000,1250,Львів,до 10 осіб,Аутсорсингова,чоловіча,32,Дві вищих,ДонНТУ,False,Upper-Intermediate (вище середнього),"Веб-розробка,Фінанси та банкінг",,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,0.0,2000,,QA,,,2000
4251,Junior Software Engineer,JavaScript,,1.0,1.0,600,350,Івано-Франківськ,до 200 осіб,Аутсорсингова,чоловіча,28,Вища,Інший ВНЗ,False,Upper-Intermediate (вище середнього),"Веб-розробка,Фінанси та банкінг",,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 7 Build/MOB30X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Safari/537.36",1.0,1.0,600,,DEV,,,600
4252,Senior Software Engineer,C++,,,0.5,3500,1000,Харків,до 200 осіб,Продуктова,чоловіча,34,Технікум / Коледж,,False,Upper-Intermediate (вище середнього),"Desktop Applications,Корпоративні системи",,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,0.5,3500,,DEV,,,3500
4253,Designer,,,0.5,0.5,400,0,Київ,до 50 осіб,Продуктова,чоловіча,24,Вища,Інший ВНЗ,False,Pre-intermediate (нище середнього),"Android,iOS",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",0.5,0.5,400,,,,,400
4254,Sales manager,,,5.0,5.0,500,0,Харків,до 10 осіб,Аутсорсингова,чоловіча,29,Вища,Інший ВНЗ,False,Advanced (просунутий),Телекомунікації,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",5.0,5.0,500,,,,,500
4255,DevOps,,,,,5000,2000,Харків,до 200 осіб,Продуктова,чоловіча,31,Вища,ХАІ,False,Upper-Intermediate (вище середнього),Веб-розробка,,"Mozilla/5.0 (Linux; Android 7.1.2; Pixel Build/N2G47O) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",10.0,0.0,5000,,ADM,,,5000
4256,Senior Software Engineer,JavaScript,,4.0,1.0,3500,0,Київ,до 50 осіб,Стартап,чоловіча,27,Вища,НТУУ «КПІ»,False,Advanced (просунутий),Веб-розробка,,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1",4.0,1.0,3500,,DEV,,,3500
4257,DevOps,,,0.25,0.25,500,0,Дніпро,до 50 осіб,Інша,чоловіча,31,Дві вищих,ДНУ ім. Гончара,False,Intermediate (середній),Фінанси та банкінг,,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,0.25,0.25,500,,ADM,,,500
4258,Senior Software Engineer,JavaScript,,,,1500,0,Запоріжжя,до 10 осіб,Продуктова,чоловіча,32,Вища,Інший ВНЗ,False,Intermediate (середній),"Веб-розробка,eCommerce",,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0,10.0,10.0,1500,,DEV,,,1500
4259,Technical Lead,JavaScript,,1.5,0.25,800,600,Запоріжжя,до 10 осіб,Аутсорсингова,чоловіча,21,Вища,Інший ВНЗ,True,Pre-intermediate (нище середнього),Веб-розробка,,"Mozilla/5.0 (Linux; Android 6.0.1; Redmi Note 3 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",1.5,0.25,800,,SDEV,,,800
4260,Data Scientist / Data Analyst,,,1.0,,770,460,Київ,до 10 осіб,Інша,чоловіча,29,Кандидат,ДонНУ,False,Upper-Intermediate (вище середнього),Інше,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,0.0,770,,,,,770
4261,Software Engineer,C#/.NET,,2.0,1.0,1300,800,Київ,до 200 осіб,Аутсорсингова,чоловіча,22,Вища,КНУТД,False,Intermediate (середній),Веб-розробка,,"Mozilla/5.0 (Linux; Android 7.0; MI 5 Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36 OPR/42.7.2246.114996",2.0,1.0,1300,,DEV,,,1300
4262,Talent Researcher,,,3.0,,750,200,Київ,до 10 осіб,Аутстафінгова,чоловіча,24,Середня,,False,Upper-Intermediate (вище середнього),Інше,,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",3.0,0.0,750,,,,,750
4263,Project manager,,,,,3600,0,Київ,більше 1000 осіб,Аутсорсингова,чоловіча,35,Вища,НТУУ «КПІ»,False,Upper-Intermediate (вище середнього),"Embedded,Мультимедіа",,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 7 Build/MOB30X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Safari/537.36",10.0,10.0,3600,,PM,,,3600
4264,Software Engineer,SQL,,,7.0,2200,0,Київ,більше 1000 осіб,Продуктова,чоловіча,48,Вища,НАУ,False,Pre-intermediate (нище середнього),Телекомунікації,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,7.0,2200,,DEV,,,2200
4265,Senior Software Engineer,JavaScript,,4.0,0.25,3500,500,Київ,до 200 осіб,Продуктова,чоловіча,27,Вища,Інший ВНЗ,False,Upper-Intermediate (вище середнього),Веб-розробка,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,0.25,3500,,DEV,,,3500
4266,Software Engineer,Python,,1.0,1.0,500,100,Одеса,до 50 осіб,Аутсорсингова,жіноча,29,Вища,ОНПУ,False,Upper-Intermediate (вище середнього),"Веб-розробка,Корпоративні системи",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,1.0,500,,DEV,,,500
